Form Control,State,Excluding State,Form Type,Form Type Description,Form Name,Form Number,Form Priority,Form Key,Form Version,Filed Form Number,Location,Docusign Link,Form Status,Start Date,End Date,Interview ID,Auth Combined,Application Combined,Policy Combined,Policy Packet,Producer Combined,Illustration Combined,Form Owner,Insured/Applicant/Owner Name & Signature,Ethos Agent Signature,Carrier Signature,Ethos Address,Carrier Address,Field Mapping,Internal Doc Type,External Doc Type,Acord Doc Type,External Doc Control,External Form Description,Business Rule,Notes,Required Fields,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,IL,,Disclosure,,ILLINOIS RELIGIOUS FREEDOM PROTECTION AND CIVIL UNION ACT,LR353A12,49.0,803e7bf0-7ceb-4886-9fd2-66f455d501ca,,,LR353A12,Link,Implemented,2025-10-20 00:00:00,,,N,Y,N,N,N,N,Carrier,N,N,N,N,Y,N,,,0.0,,Unknown,,,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,CA,,Disclosure,,DISCLOSURE FOR PERSONS RESIDING IN CALIFORNIA AGE 65 OR OLDER,LR354A,47.0,1ec625ad-38c2-4c98-bbd5-0aa28af003d3,,,LR354A,Link,Implemented,2025-10-20 00:00:00,,,N,Y,N,N,N,N,Carrier,N,N,N,N,Y,N,,,0.0,,Unknown,If applicant AGE =>65,,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,"CA, SC",,Application,,SUPPLEMENT TO INDIVIDUAL LIFE INSURANCE APPLICATION,SA101NAC,42.1,865ecd02-5230-4795-8712-29dbf78a5eea,,,SA101NAC,Link,Implemented,2025-10-20 00:00:00,,,N,Y,Y,Y,N,N,Carrier,Y,N,N,N,Y,Y,,,0.0,,Unknown,,,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,FL,,Application,,SUPPLEMENT TO INDIVIDUAL LIFE INSURANCE APPLICATION,SA101NAC-FL,42.1,705e359d-2ef5-4849-8147-ef803ebf47b0,,,SA101NAC-FL,Link,Implemented,2025-10-20 00:00:00,,,N,Y,Y,Y,N,N,Carrier,Y,N,N,N,Y,Y,,,0.0,,Unknown,,,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,NM,,Application,,CONSUMER PROTECTION NOTICES FOR THE PROPOSED INSURED,L-2978NM,51.3,00a2fc61-5504-402e-b90d-56996b3099e1,,,L-2978NM,Link,Implemented,2025-10-20 00:00:00,,,N,Y,N,N,N,N,Carrier,N,N,N,N,Y,N,,,510.0,,Notice Concerning Policyholder Rights,,,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,CA,,Disclosure,,ACCELERATED DEATH BENEFIT SUMMARY AND DISCLOSURE STATEMENT FOR PERMANENT INSURANCE,L-3235CA REV 4-20,47.0,ed31fac2-6278-491f-8b74-c3170182a857,,,L-3235CA REV 4-20,Link,Implemented,2025-10-20 00:00:00,,,N,Y,N,N,N,N,Carrier,N,N,N,N,Y,N,,,507.0,,Disclosure Statement for Accelerated Benefits,,,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,CA,,Disclosure,,ABE CriticaL Illness Disclosure,L3199CACR REV 1-20-F,47.0,38075ec8-b629-483b-a06a-8c963eb00d57,,,L3199CACR REV 1-20-F,Link,Implemented,2025-10-20 00:00:00,,,N,Y,N,N,N,N,Carrier,N,N,N,N,Y,N,,,507.0,,Disclosure Statement for Accelerated Benefits,,,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,All,,Application ,,E-SIGN CONFIRMATION APPLICATION COMBINED,24-ETH-ESIGN-CONFM,57.0,supplemental-info-formkey,,,None,None,Implemented,2025-10-20 00:00:00,,,N,Y,N,N,N,N,,,,,,,,,,0.0,,Unknown,,,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,All,,Authorization,,E-SIGN CONFIRMATION AUTH COMBINED,24-ETH-ESIGN-CONFM,57.0,supplemental-info-formkey,,,None,None,Implemented,2025-10-20 00:00:00,,,Y,N,N,N,N,N,,,,,,,,,,0.0,,Unknown,,,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,All,,Illustration ,,Illustration,Multiple,2.0,illustration-formkey,,,None,None,Implemented,2025-10-20 00:00:00,,,N,N,N,N,N,Y,,,,,,,,,,0.0,,Unknown,,,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,SD,,Replacement Disclosure,,IMPORTANT NOTICE: REPLACEMENT OF LIFE INSURANCE POLICY OR ANNUITY CONTRACT,21 ETH RPLC A SD,45.0,1d101ea4-ce81-4398-b0a8-beb9aaa7624d,,,21 ETH RPLC A SD,Link,Implemented,2025-10-20 00:00:00,,,N,Y,Y,Y,N,N,Ethos,Y,Y,N,Y,N,Y,,Multiple,65.0,,Replacement Form,"Only trigger if existing coverage question is YES and >0, also only map the applicants initial if the agent selects ""No"" to the read aloud question",,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,"AL, AZ, CO, CT, HI, IA, KY, LA, ME, MO, MT, NE, NH, NJ, NM, NC, OH, OR, RI, SC, TX, UT, VT, WV",,Replacement Disclosure,,IMPORTANT NOTICE: REPLACEMENT OF LIFE INSURANCE POLICY OR ANNUITY CONTRACT,21-ETH RPLC A 11/2021,45.0,a836b08b-9538-4aed-ab9a-77b4ae67ed79,,,21-ETH RPLC A ,Link,Implemented,2025-10-20 00:00:00,,,N,Y,Y,Y,N,N,Ethos,Y,Y,N,Y,N,Y,,Multiple,65.0,,Replacement Form,"Only trigger if existing coverage question is YES and >0, also only map the applicants initial if the agent selects ""No"" to the read aloud question",,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,AK,,Replacement Disclosure,,IMPORTANT NOTICE: REPLACEMENT OF LIFE INSURANCE POLICY OR ANNUITY CONTRACT,21 ETH RPLC A AK,45.0,36df9c1f-d641-4380-acfc-72459d81ea0a,,,21 ETH RPLC A AK,Link,Implemented,2025-10-20 00:00:00,,,N,Y,Y,Y,N,N,Ethos,Y,Y,N,Y,N,Y,,Multiple,65.0,,Replacement Form,"Only trigger if existing coverage question is YES and >0, also only map the applicants initial if the agent selects ""No"" to the read aloud question",,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,AR,,Replacement Disclosure,,IMPORTANT NOTICE: REPLACEMENT OF LIFE INSURANCE POLICY OR ANNUITY CONTRACT,21 ETH RPLC A AR,45.0,fb61f036-ede5-4971-8075-d3342e9504ff,,,21 ETH RPLC A AR,Link,Implemented,2025-10-20 00:00:00,,,N,Y,Y,Y,N,N,Ethos,Y,Y,N,Y,N,Y,,Multiple,65.0,,Replacement Form,"Only trigger if existing coverage question is YES and >0, also only map the applicants initial if the agent selects ""No"" to the read aloud question",,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,MD,,Replacement Disclosure,,IMPORTANT NOTICE: REPLACEMENT OF LIFE INSURANCE POLICY OR ANNUITY CONTRACT,21 ETH RPLC A MD,45.0,6419f1a9-51ef-4f6a-8014-f78ccc62912f,,,21 ETH RPLC A MD,Link,Implemented,2025-10-20 00:00:00,,,N,Y,Y,Y,N,N,Ethos,Y,Y,N,Y,N,Y,,Multiple,65.0,,Replacement Form,"Only trigger if existing coverage question is YES and >0, also only map the applicants initial if the agent selects ""No"" to the read aloud question",,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,MS,,Replacement Disclosure,,IMPORTANT NOTICE: REPLACEMENT OF LIFE INSURANCE POLICY OR ANNUITY CONTRACT,21 ETH RPLC A MS,45.0,dad1b61a-718b-4d89-8a1f-71ad3a6aeeae,,,21 ETH RPLC A MS,Link,Implemented,2025-10-20 00:00:00,,,N,Y,Y,Y,N,N,Ethos,Y,Y,N,Y,N,Y,,Multiple,65.0,,Replacement Form,"Only trigger if existing coverage question is YES and >0, also only map the applicants initial if the agent selects ""No"" to the read aloud question",,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,VA,,Replacement Disclosure,,IMPORTANT NOTICE: REPLACEMENT OF LIFE INSURANCE POLICY OR ANNUITY CONTRACT,21 ETH RPLC A VA,45.0,89c48fe8-13bb-411b-8546-14f3875839fd,,,21 ETH RPLC A VA,Link,Implemented,2025-10-20 00:00:00,,,N,Y,Y,Y,N,N,Ethos,Y,Y,N,Y,N,Y,,Multiple,65.0,,Replacement Form,"Only trigger if existing coverage question is YES and >0, also only map the applicants initial if the agent selects ""No"" to the read aloud question",,,,,,,,,,,,,,,,,,
IUL_ACCUM_v1,WI,,Replacement Disclosure,,IMPORTANT NOTICE: REPLACEMENT OF LIFE INSURANCE POLICY OR ANNUITY CONTRACT,21 ETH RPLC A WI,45.0,6b203a30-eea9-435e-a7ee-860d49c9a07d,,,21 ETH RPLC A WI,Link,Implemented,2025-10-20 00:00:00,,,N,Y,Y,Y,N,N,Ethos,Y,Y,N,Y,N,Y,,Multiple,65.0,,Replacement Form,"Only trigger if existing coverage question is YES and >0, also only map the applicants initial if the agent selects ""No"" to the read aloud question",,,,,,,,,,,,,,,,,,
